"","RF","SPR"
"result.1498",34,12
"result.1499",36,14
"result.1500",34,11
"result.1501",36,14
"result.1502",36,13
"result.1503",36,13
"result.1504",34,12
"result.1505",36,13
"result.1506",36,13
"result.1507",36,13
"result.1508",34,11
"result.1509",36,12
"result.1510",36,13
"result.1511",32,11
"result.1512",34,12
"result.1513",36,13
"result.1514",36,11
"result.1515",32,11
"result.1516",36,12
"result.1517",36,12
"result.1518",36,12
"result.1519",34,11
"result.1520",34,11
"result.1521",36,12
"result.1522",36,13
"result.1523",36,11
"result.1524",36,11
"result.1525",36,12
"result.1526",36,12
"result.1527",36,13
"result.1528",36,11
"result.1529",36,13
"result.1530",36,12
"result.1531",36,12
"result.1532",36,13
"result.1533",36,12
"result.1534",36,12
"result.1535",36,13
"result.1536",36,12
"result.1537",36,13
"result.1538",34,12
"result.1539",36,12
"result.1540",36,12
"result.1541",36,13
"result.1542",36,12
"result.1543",34,12
"result.1544",36,11
"result.1545",36,12
"result.1546",32,12
"result.1547",36,12
"result.1548",36,11
"result.1549",36,12
"result.1550",36,13
"result.1551",36,13
"result.1552",36,13
"result.1553",36,13
"result.1554",36,14
"result.1555",32,10
"result.1556",36,11
"result.1557",32,11
"result.1558",36,13
"result.1559",36,10
"result.1560",36,12
"result.1561",36,12
"result.1562",34,12
"result.1563",36,12
"result.1564",36,12
"result.1565",36,11
"result.1566",34,12
"result.1567",36,13
"result.1568",36,11
"result.1569",36,13
"result.1570",36,12
"result.1571",32,10
"result.1572",36,13
"result.1573",36,11
"result.1574",32,10
"result.1575",34,12
"result.1576",36,11
"result.1577",36,13
"result.1578",36,13
"result.1579",36,13
"result.1580",34,10
"result.1581",36,12
"result.1582",36,13
"result.1583",34,11
"result.1584",36,12
"result.1585",34,13
"result.1586",36,12
"result.1587",36,13
"result.1588",36,11
"result.1589",36,11
"result.1590",34,12
"result.1591",34,12
"result.1592",36,12
"result.1593",36,12
"result.1594",36,13
"result.1595",36,12
"result.1596",36,13
"result.1597",36,13
"result.1598",36,11
"result.1599",36,13
"result.1600",36,12
"result.1601",32,10
"result.1602",34,12
"result.1603",36,13
"result.1604",36,13
"result.1605",36,11
"result.1606",36,13
"result.1607",36,14
"result.1608",34,11
"result.1609",36,13
"result.1610",36,12
"result.1611",36,13
"result.1612",36,11
"result.1613",34,12
"result.1614",36,13
"result.1615",36,12
"result.1616",36,13
"result.1617",34,11
"result.1618",36,11
"result.1619",36,13
"result.1620",36,13
"result.1621",36,12
"result.1622",36,13
"result.1623",36,13
"result.1624",36,12
"result.1625",36,12
"result.1626",34,12
"result.1627",36,13
"result.1628",36,13
"result.1629",36,12
"result.1630",36,12
"result.1631",36,13
"result.1632",36,12
"result.1633",36,13
"result.1634",36,13
"result.1635",36,14
"result.1636",34,11
"result.1637",36,12
"result.1638",32,11
"result.1639",36,13
"result.1640",34,12
"result.1641",36,12
"result.1642",36,12
"result.1643",36,12
"result.1644",36,12
"result.1645",36,12
"result.1646",36,12
"result.1647",36,13
"result.1648",34,11
"result.1649",36,13
"result.1650",36,12
"result.1651",34,12
"result.1652",36,13
"result.1653",36,14
"result.1654",34,11
"result.1655",36,13
"result.1656",36,13
"result.1657",36,13
"result.1658",36,11
"result.1659",36,12
"result.1660",36,13
"result.1661",36,12
"result.1662",34,12
"result.1663",34,11
"result.1664",36,13
"result.1665",36,13
"result.1666",36,12
"result.1667",36,12
"result.1668",36,13
"result.1669",36,12
"result.1670",34,12
"result.1671",36,13
"result.1672",34,12
"result.1673",36,13
"result.1674",36,12
"result.1675",36,10
"result.1676",34,12
"result.1677",36,13
"result.1678",36,11
"result.1679",36,12
"result.1680",36,13
"result.1681",34,11
"result.1682",36,13
"result.1683",36,12
"result.1684",36,13
"result.1685",34,12
"result.1686",36,12
"result.1687",36,11
"result.1688",34,12
"result.1689",36,14
"result.1690",34,12
"result.1691",36,12
"result.1692",32,11
"result.1693",34,11
"result.1694",36,11
"result.1695",36,13
"result.1696",34,12
"result.1697",34,13
"result.1698",36,13
"result.1699",36,12
"result.1700",36,13
"result.1701",34,10
"result.1702",34,10
"result.1703",34,12
"result.1704",36,12
"result.1705",36,13
"result.1706",34,11
"result.1707",36,13
"result.1708",36,12
"result.1709",36,12
"result.1710",34,12
"result.1711",36,13
"result.1712",36,13
"result.1713",36,12
"result.1714",34,11
"result.1715",36,12
"result.1716",36,12
"result.1717",34,13
"result.1718",36,12
"result.1719",34,10
"result.1720",34,11
"result.1721",34,12
"result.1722",36,12
"result.1723",34,11
"result.1724",36,13
"result.1725",36,14
"result.1726",36,13
"result.1727",36,12
"result.1728",34,10
"result.1729",36,13
"result.1730",34,9
"result.1731",36,11
"result.1732",36,13
"result.1733",36,13
"result.1734",36,11
"result.1735",36,11
"result.1736",36,12
"result.1737",36,12
"result.1738",36,12
"result.1739",34,12
"result.1740",36,12
"result.1741",36,12
"result.1742",34,12
"result.1743",36,13
"result.1744",34,12
"result.1745",36,12
"result.1746",36,12
"result.1747",36,12
"result.1748",36,14
"result.1749",36,12
"result.1750",34,11
"result.1751",36,13
"result.1752",36,14
"result.1753",36,13
"result.1754",36,13
"result.1755",34,12
"result.1756",36,12
"result.1757",36,13
"result.1758",34,10
"result.1759",36,13
"result.1760",36,13
"result.1761",36,12
"result.1762",34,12
"result.1763",36,13
"result.1764",34,12
"result.1765",36,10
"result.1766",36,12
"result.1767",36,13
"result.1768",36,13
"result.1769",36,12
"result.1770",36,12
"result.1771",36,13
"result.1772",36,12
"result.1773",36,12
"result.1774",36,12
"result.1775",34,11
"result.1776",36,12
"result.1777",36,13
"result.1778",36,13
"result.1779",34,13
"result.1780",36,13
"result.1781",36,12
"result.1782",36,13
"result.1783",36,12
"result.1784",36,13
"result.1785",34,11
"result.1786",34,12
"result.1787",34,12
"result.1788",34,11
"result.1789",36,12
"result.1790",36,13
"result.1791",36,13
"result.1792",36,11
"result.1793",36,12
"result.1794",36,12
"result.1795",34,13
"result.1796",34,10
"result.1797",36,12
"result.1798",36,13
"result.1799",36,11
"result.1800",36,13
"result.1801",34,11
"result.1802",36,13
"result.1803",34,9
"result.1804",36,12
"result.1805",36,13
"result.1806",36,12
"result.1807",34,11
"result.1808",36,12
"result.1809",36,13
"result.1810",36,13
"result.1811",36,12
"result.1812",36,13
"result.1813",36,12
"result.1814",36,13
"result.1815",36,11
"result.1816",34,12
"result.1817",34,12
"result.1818",34,12
"result.1819",36,13
"result.1820",36,12
"result.1821",36,12
"result.1822",36,13
"result.1823",36,12
"result.1824",36,13
"result.1825",32,10
"result.1826",36,12
"result.1827",36,13
"result.1828",36,12
"result.1829",36,12
"result.1830",36,12
"result.1831",36,11
"result.1832",34,12
"result.1833",36,12
"result.1834",36,12
"result.1835",36,13
"result.1836",34,12
"result.1837",36,11
"result.1838",36,13
"result.1839",36,13
"result.1840",36,12
"result.1841",36,13
"result.1842",36,13
"result.1843",36,12
"result.1844",34,13
"result.1845",36,13
"result.1846",34,12
"result.1847",36,11
"result.1848",36,13
"result.1849",36,13
"result.1850",36,13
"result.1851",36,13
"result.1852",36,11
"result.1853",36,13
"result.1854",36,12
"result.1855",36,12
"result.1856",36,13
"result.1857",36,12
"result.1858",36,12
"result.1859",36,12
"result.1860",34,11
"result.1861",36,12
"result.1862",36,12
"result.1863",36,13
"result.1864",36,13
"result.1865",36,13
"result.1866",36,14
"result.1867",34,13
"result.1868",36,13
"result.1869",36,12
"result.1870",36,12
"result.1871",36,13
"result.1872",36,13
"result.1873",36,14
"result.1874",36,12
"result.1875",34,12
"result.1876",36,12
"result.1877",36,13
"result.1878",36,12
"result.1879",36,12
"result.1880",34,12
"result.1881",34,12
"result.1882",36,12
"result.1883",28,10
"result.1884",34,13
"result.1885",36,11
"result.1886",36,13
"result.1887",34,11
"result.1888",36,11
"result.1889",36,12
"result.1890",36,13
"result.1891",36,12
"result.1892",36,13
"result.1893",36,12
"result.1894",36,11
"result.1895",36,12
"result.1896",36,13
"result.1897",36,12
"result.1898",36,13
"result.1899",34,12
"result.1900",34,12
"result.1901",36,12
"result.1902",34,11
"result.1903",36,13
"result.1904",36,13
"result.1905",36,13
"result.1906",36,13
"result.1907",36,12
"result.1908",34,11
"result.1909",36,11
"result.1910",36,11
"result.1911",34,11
"result.1912",36,13
"result.1913",36,12
"result.1914",36,13
"result.1915",36,12
"result.1916",34,12
"result.1917",36,12
"result.1918",36,12
"result.1919",36,12
"result.1920",36,12
"result.1921",34,12
"result.1922",32,11
"result.1923",36,12
"result.1924",36,13
"result.1925",36,12
"result.1926",34,12
"result.1927",36,12
"result.1928",32,10
"result.1929",34,12
"result.1930",36,14
"result.1931",36,13
"result.1932",36,13
"result.1933",36,13
"result.1934",36,12
"result.1935",36,12
"result.1936",34,11
"result.1937",36,13
"result.1938",36,12
"result.1939",34,12
"result.1940",32,11
"result.1941",36,13
"result.1942",36,12
"result.1943",36,12
"result.1944",36,13
"result.1945",36,13
"result.1946",36,13
"result.1947",36,12
"result.1948",36,12
"result.1949",32,9
"result.1950",36,13
"result.1951",36,11
"result.1952",34,12
"result.1953",34,12
"result.1954",36,13
"result.1955",36,11
"result.1956",36,12
"result.1957",36,12
"result.1958",36,12
"result.1959",34,10
"result.1960",36,13
"result.1961",36,12
"result.1962",36,13
"result.1963",36,13
"result.1964",34,13
"result.1965",36,12
"result.1966",34,11
"result.1967",36,11
"result.1968",36,12
"result.1969",36,12
"result.1970",34,11
"result.1971",36,10
"result.1972",36,12
"result.1973",36,12
"result.1974",36,13
"result.1975",36,12
"result.1976",36,11
"result.1977",34,12
"result.1978",36,12
"result.1979",36,12
"result.1980",36,13
"result.1981",36,13
"result.1982",36,13
"result.1983",36,13
"result.1984",36,11
"result.1985",36,12
"result.1986",36,11
"result.1987",36,12
"result.1988",36,13
"result.1989",36,13
"result.1990",36,13
"result.1991",36,12
"result.1992",36,13
"result.1993",36,12
"result.1994",36,13
"result.1995",36,13
"result.1996",36,14
"result.1997",36,13
"result.1998",36,13
"result.1999",36,12
"result.2000",36,14
"result.2001",36,13
"result.2002",36,13
"result.2003",36,13
"result.2004",36,13
"result.2005",36,13
"result.2006",36,12
"result.2007",36,13
"result.2008",36,13
"result.2009",36,12
"result.2010",36,13
"result.2011",34,12
"result.2012",36,12
"result.2013",34,11
"result.2014",36,13
"result.2015",36,12
"result.2016",36,11
"result.2017",36,13
"result.2018",36,13
"result.2019",36,12
"result.2020",34,12
"result.2021",36,12
"result.2022",36,12
"result.2023",36,12
"result.2024",36,13
"result.2025",36,12
"result.2026",34,11
"result.2027",36,12
"result.2028",36,13
"result.2029",36,12
"result.2030",34,12
"result.2031",36,13
"result.2032",36,13
"result.2033",36,11
"result.2034",36,12
"result.2035",36,11
"result.2036",36,13
"result.2037",36,12
"result.2038",36,13
"result.2039",36,13
"result.2040",36,12
"result.2041",36,12
"result.2042",36,12
"result.2043",36,12
"result.2044",36,13
"result.2045",36,12
"result.2046",36,12
"result.2047",36,12
"result.2048",36,13
"result.2049",34,12
"result.2050",36,13
"result.2051",34,12
"result.2052",36,12
"result.2053",36,11
"result.2054",36,12
"result.2055",36,13
"result.2056",36,12
"result.2057",32,11
"result.2058",36,12
"result.2059",36,12
"result.2060",36,12
"result.2061",36,11
"result.2062",36,13
"result.2063",36,13
"result.2064",34,13
"result.2065",34,12
"result.2066",36,13
"result.2067",36,13
"result.2068",34,12
"result.2069",36,13
"result.2070",36,11
"result.2071",36,13
"result.2072",36,13
"result.2073",36,11
"result.2074",36,13
"result.2075",32,11
"result.2076",36,12
"result.2077",36,12
"result.2078",36,12
"result.2079",34,12
"result.2080",36,11
"result.2081",36,12
"result.2082",36,11
"result.2083",36,12
"result.2084",36,13
"result.2085",36,13
"result.2086",36,13
"result.2087",36,12
"result.2088",36,12
"result.2089",36,11
"result.2090",34,12
"result.2091",36,12
"result.2092",34,11
"result.2093",36,13
"result.2094",32,10
"result.2095",36,13
"result.2096",36,14
"result.2097",32,10
"result.2098",36,13
"result.2099",36,12
"result.2100",36,13
"result.2101",34,10
"result.2102",36,12
"result.2103",36,12
"result.2104",32,11
"result.2105",34,11
"result.2106",36,12
"result.2107",36,12
"result.2108",34,12
"result.2109",36,12
"result.2110",36,13
"result.2111",36,12
"result.2112",36,11
"result.2113",36,11
"result.2114",36,11
"result.2115",36,12
"result.2116",34,12
"result.2117",36,13
"result.2118",32,10
"result.2119",36,13
"result.2120",36,13
"result.2121",36,13
"result.2122",34,12
"result.2123",36,12
"result.2124",36,13
"result.2125",36,13
"result.2126",34,11
"result.2127",36,13
"result.2128",36,11
"result.2129",34,11
"result.2130",34,11
"result.2131",36,12
"result.2132",36,12
"result.2133",36,12
"result.2134",36,12
"result.2135",36,12
"result.2136",36,13
"result.2137",36,13
"result.2138",36,12
"result.2139",34,10
"result.2140",36,13
"result.2141",36,12
"result.2142",36,11
"result.2143",36,11
"result.2144",36,12
"result.2145",34,12
"result.2146",34,11
"result.2147",36,12
"result.2148",36,12
"result.2149",36,13
"result.2150",36,12
"result.2151",36,13
"result.2152",36,12
"result.2153",36,12
"result.2154",34,11
"result.2155",34,12
"result.2156",36,12
"result.2157",34,12
"result.2158",36,12
"result.2159",36,12
"result.2160",36,13
"result.2161",36,12
"result.2162",34,10
"result.2163",34,11
"result.2164",36,11
"result.2165",36,13
"result.2166",36,12
"result.2167",36,13
"result.2168",36,13
"result.2169",36,12
"result.2170",36,13
"result.2171",34,11
"result.2172",36,11
"result.2173",36,12
"result.2174",36,11
"result.2175",36,12
"result.2176",36,12
"result.2177",36,13
"result.2178",36,12
"result.2179",34,11
"result.2180",36,13
"result.2181",36,14
"result.2182",36,11
"result.2183",36,11
"result.2184",36,12
"result.2185",36,12
"result.2186",36,13
"result.2187",36,14
"result.2188",36,13
"result.2189",36,12
"result.2190",32,12
"result.2191",36,14
"result.2192",36,13
"result.2193",36,11
"result.2194",36,12
"result.2195",36,12
"result.2196",36,13
"result.2197",36,12
"result.2198",36,13
"result.2199",36,11
"result.2200",36,12
"result.2201",36,12
"result.2202",36,12
"result.2203",36,12
"result.2204",36,12
"result.2205",36,12
"result.2206",34,12
"result.2207",34,11
"result.2208",34,12
"result.2209",36,14
"result.2210",32,11
"result.2211",36,12
"result.2212",36,13
"result.2213",34,13
"result.2214",36,13
"result.2215",36,12
"result.2216",36,11
"result.2217",36,12
"result.2218",34,11
"result.2219",36,12
"result.2220",36,13
"result.2221",36,12
"result.2222",34,12
"result.2223",36,13
"result.2224",36,13
"result.2225",36,13
"result.2226",36,13
"result.2227",36,13
"result.2228",36,13
"result.2229",36,12
"result.2230",36,13
"result.2231",34,12
"result.2232",36,11
"result.2233",36,13
"result.2234",36,13
"result.2235",36,12
"result.2236",36,13
"result.2237",36,12
"result.2238",36,11
"result.2239",36,10
"result.2240",36,12
"result.2241",36,12
"result.2242",36,12
"result.2243",36,12
"result.2244",34,13
"result.2245",36,13
"result.2246",36,13
"result.2247",34,12
"result.2248",36,12
"result.2249",36,13
"result.2250",36,13
"result.2251",36,13
"result.2252",36,13
"result.2253",36,12
"result.2254",36,13
"result.2255",36,12
"result.2256",34,11
"result.2257",34,11
"result.2258",36,12
"result.2259",36,14
"result.2260",36,12
"result.2261",36,12
"result.2262",36,12
"result.2263",32,10
"result.2264",36,13
"result.2265",34,12
"result.2266",34,11
"result.2267",34,11
"result.2268",36,12
"result.2269",34,10
"result.2270",36,11
"result.2271",36,12
"result.2272",36,13
"result.2273",34,11
"result.2274",34,11
"result.2275",36,12
"result.2276",36,12
"result.2277",36,13
"result.2278",36,12
"result.2279",36,13
"result.2280",36,12
"result.2281",36,12
"result.2282",36,13
"result.2283",34,11
"result.2284",36,13
"result.2285",36,13
"result.2286",36,14
"result.2287",36,13
"result.2288",36,13
"result.2289",36,13
"result.2290",34,10
"result.2291",32,11
"result.2292",32,10
"result.2293",36,12
"result.2294",36,10
"result.2295",34,10
"result.2296",36,11
"result.2297",36,12
"result.2298",36,12
"result.2299",36,13
"result.2300",36,11
"result.2301",34,11
"result.2302",34,12
"result.2303",36,13
"result.2304",36,14
"result.2305",36,11
